,country,name,title,woman_title,Woman Candidate Master (WCM),Candidate Master (CM),Woman FIDE Master (WFM),FIDE Master (FM),Woman International Master (WIM),International Master (IM),Woman Grandmaster (WGM),Grandmaster (GM)
15292,POL,"Sadzikowski, Daniel",GM,,,,,2010.0,,2012.0,,2017.0
15293,JOR,"Safa, AbuGaniya",WCM,WCM,2010.0,,,,,,,
15294,QAT,"Safar, Reem",WFM,WFM,,,2009.0,,,,,
15295,ALG,"Saim, Mohamed Ilias",FM,,,,,2014.0,,,,
15296,VEN,"Salazar Farias, Luis German",FM,,,2014.0,,2016.0,,,,
15297,RUS,"Salihova, Lilia",WFM,WFM,,,2004.0,,,,,
15298,CHI,"Salinas Herrera, Pablo",GM,,,,,2011.0,,2015.0,,2019.0
15299,AUT,"Salvenmoser, Stefan",FM,,,,,2021.0,,,,
15300,CAN,"Sapozhnikov, Roman",FM,,,,,2011.0,,,,
15301,UKR,"Sarnavsky, Nikolay",FM,,,,,2008.0,,,,
15302,AUS,"Schon, Eugene",FM,,,,,2014.0,,,,
15303,NED,"Schut, Lisa",WIM,WIM,,,,,2009.0,,,
15304,UKR,"Shagbazyan, Taron",FM,,,,,2011.0,,,,
15305,ARM,"Shahinyan, David",IM,,,,,2013.0,,2016.0,,
15306,ISR,"Shvayger, Yuliya",IM,WGM,,,2008.0,,2013.0,2017.0,2017.0,
15307,ESP,"Silva Lucena, Cristian",FM,,,,,2018.0,,,,
15308,BUL,"Sirkova, Darena",WFM,WFM,,,2010.0,,,,,
15309,FRA,"Sochacki, Christophe",IM,,,,,2009.0,,2011.0,,
15310,KAZ,"Sodikov, Ilyas",FM,,,,,2012.0,,,,
15311,TPE,"Song, Raymond",IM,,,,,2016.0,,2019.0,,
15312,TUR,"Sop, Selen",WFM,WFM,2010.0,,2012.0,,,,,
15313,SUI,"Stoeri, Simon",FM,,,,,2016.0,,,,
15314,SVK,"Straka, Jozef",FM,,,,,2010.0,,,,
15315,HUN,"Straubinger, Daniel",FM,,,,,2019.0,,,,
15316,UKR,"Strygin, Alexandr",FM,,,,,2010.0,,,,
15317,RUS,"Stukopin, Andrey",GM,,,,,2006.0,,2009.0,,2014.0
15318,ESP,"Suarez Uriel, Adrian",IM,,,,,2015.0,,2018.0,,
15319,PHI,"Suede, Mikee Charlene",WIM,WIM,,,,,2015.0,,,
15320,USA,"Swiercz, Dariusz",GM,,,,,2004.0,,2008.0,,2009.0
15321,HUN,"Szabo, Bence",IM,,,,,,,2013.0,,
15322,NED,"Ten Hertog, Hugo",GM,,,,,2011.0,,2016.0,,2020.0
15323,RUS,"Tilicheev, Viacheslav",GM,,,,,2010.0,,2018.0,,2020.0
15324,RUS,"Tkachev, Grigory",FM,,,,,2018.0,,,,
15325,SLO,"Tomazini, Zan",IM,,,,,2012.0,,2015.0,,
15326,TUR,"Topak, Engin",FM,,,,,2011.0,,,,
15327,COL,"Torrente, Alejandro Josue",FM,,,,,2017.0,,,,
15328,SVK,"Turkova, Karolina",WCM,WCM,2010.0,,,,,,,
15329,RUS,"Ustinova, Olga A.",WFM,WFM,,,2011.0,,,,,
15330,RUS,"Vagidova, Umatlyu",WFM,WFM,,,2011.0,,,,,
15331,CUB,"Valdivia Pena, Yaima",WFM,WFM,,,2009.0,,,,,
15332,RSA,"Van Aarde, Lenke",WCM,WCM,2010.0,,,,,,,
15333,NED,"Van der Auweraert, Elwin",FM,,,,,2016.0,,,,
15334,NED,"Van der Lende, Ilias",IM,,,,,2015.0,,2019.0,,
15335,NED,"Van Kampen, Robin",GM,,,,,2008.0,,2009.0,,2011.0
15336,VEN,"Varela La Madrid, Tilsia Carolina",WIM,WIM,,,,,2013.0,,,
15337,ESP,"Vidal Zamora, Alex",FM,,,,,2016.0,,,,
15338,IND,"Vidit, Santosh Gujrathi",GM,,,,,2005.0,,2009.0,,2013.0
15339,PAR,"Villalba, Marcelo",IM,,,,,,,2010.0,,
15340,SRB,"Vince, Andrea",WFM,WFM,,,2010.0,,,,,
15341,RUS,"Voit, Daria",WGM,WGM,,,,,,,2017.0,
15342,UKR,"Voitovich, Vladislav",FM,,,,,2013.0,,,,
15343,RUS,"Volodin, Ivan",FM,,,,,2012.0,,,,
15344,NED,"Von Meijenfeldt, Bart",FM,,,,,2014.0,,,,
15345,POL,"Weichhold, Pawel",IM,,,,,,,2014.0,,
15346,AUT,"Wertjanz, David",FM,,,,,2014.0,,,,
15347,SWE,"Westerberg, Jonathan",GM,,,,,2011.0,,2014.0,,2021.0
15348,RSA,"Whittet, Andrew N.",CM,,,2010.0,,,,,,
15349,POL,"Wieczorek, Oskar",GM,,,,,,,2013.0,,2019.0
15350,POL,"Wiewiora, Eneasz",FM,,,,,2017.0,,,,
15351,RSA,"Willenberg, Lauren",WFM,WFM,,,2010.0,,,,,
15352,GER,"Wittke, Rene",FM,,,2018.0,,2019.0,,,,
15353,CHN,"Xu, Huahua",WIM,WIM,,,,,2013.0,,,
15354,ENG,"York-Weaving, Richard",FM,,,,,2017.0,,,,
15355,CHN,"Yu, Yangyi",GM,,,,,,,,,2009.0
15356,CAN,"Yuan, Yuanling",WIM,WIM,,,2008.0,,2009.0,,,
15357,RUS,"Zernyshkin, Vladislav",FM,,,,,2011.0,,,,
15358,AZE,"Zeynalli, Rashad",FM,,,,,2018.0,,,,
15359,CHN,"Zhao, Zhouqiao CHN",FM,,,,,2012.0,,,,
15360,BLR,"Zhigalko, Tatiana",WFM,WFM,,,2016.0,,,,,
15361,ENG,"Zhou, Yang-Fan",IM,,,,,2009.0,,2011.0,,
15362,KAZ,"Zhylkaidarova, Sholpan",WIM,WIM,,,2014.0,,2017.0,,,
15363,CZE,"Zpevakova, Jana",WFM,WFM,,,2019.0,,,,,
15364,GER,"Zuferi, Enis",FM,,,,,2017.0,,,,
15365,NED,"Zwirs, Nico",IM,,,,,,,2019.0,,
15366,AZE,"Abasov, Nijat",GM,,,,,,,2009.0,,2011.0
15367,RSA,"Agulhas, Tiffany",WCM,WCM,2013.0,,,,,,,
15368,JOR,"Ahmad, Al Khatib",IM,,,,,2015.0,,2015.0,,
15369,FIN,"Ahvenjarvi, Jani",FM,,,,,2015.0,,,,
15370,GHA,"Ajavon, Anthony Obieni",CM,,,2018.0,,,,,,
15371,IRI,"Akbari Gelvardi, Mohammad",FM,,,,,2019.0,,,,
15372,UAE,"Al Dhaffari, Salma",WFM,WFM,,,2014.0,,,,,
15373,QAT,"Al-Khulaifi, Ghada",WCM,WCM,2012.0,,,,,,,
15374,JOR,"Alattar, Rakan",CM,,,2011.0,,,,,,
15375,ESP,"Alcaraz Ortega, Javier",FM,,,,,2011.0,,,,
15376,MEX,"Aleman Hernandez, Andres",CM,,,2012.0,,,,,,
15377,NOR,"Altarbosh, Ward",FM,,,,,2004.0,,,,
15378,ITA,"Altini, Nicola",IM,,,,,2012.0,,2015.0,,
15379,GRE,"Anagnostopoulos, Konstantinos",FM,,,,,2021.0,,,,
15380,DEN,"Andersen, Mads",GM,,,,,2009.0,,2011.0,,2016.0
15381,ESP,"Anton Guijarro, David",GM,,,,,2009.0,,2012.0,,2013.0
15382,RUS,"Antonenko, Vladimir",FM,,,,,2015.0,,,,
15383,IND,"Anurag, Mhamal",GM,,,,,2012.0,,2013.0,,2017.0
15384,JPN,"Aoshima, Mirai",FM,,,,,2019.0,,,,
15385,RUS,"Apryshko, Gleb",IM,,,,,2012.0,,2019.0,,
15386,ESP,"Aranaz Murillo, Amalia",WIM,WIM,,,2010.0,,2013.0,,,
15387,BOL,"Arias, Pablo",CM,,,2008.0,,,,,,
15388,EGY,"Ashraf, Shereif",FM,,,,,2014.0,,,,
15389,RUS,"Avetisyan, Amma",WFM,WFM,,,2012.0,,,,,
15390,BEL,"Baekelant, Eva",WFM,WFM,,,2012.0,,,,,
15391,HUN,"Bagi, Mate",IM,,,,,2011.0,,2015.0,,
15392,AZE,"Bajarani, Ulvi",GM,,,,,2006.0,,2010.0,,2013.0
15393,CZE,"Balacek, Tadeas",CM,,,2011.0,,,,,,
15394,RUS,"Baraeva, Irina",WIM,WIM,,,2008.0,,2013.0,,,
15395,UKR,"Barantseva, Alexandra",WFM,WFM,,,2009.0,,,,,
15396,FRA,"Barbot, Pierre",IM,,,,,2012.0,,2016.0,,
15397,COL,"Barros, Raul Junior",FM,,,,,2007.0,,,,
15398,GER,"Barzen, Pascal",FM,,,,,2019.0,,,,
15399,ESP,"Bas Mas, Jose Joaquin",FM,,,,,2014.0,,,,
15400,SRI,"Basnayake, I U",WCM,WCM,2012.0,,,,,,,
15401,MGL,"Bayarmaa, Bayarjargal",WIM,WIM,,,2014.0,,2018.0,,,
15402,HUN,"Bea, Boglarka",WFM,WFM,,,2010.0,,,,,
15403,GER,"Becker, Matthias",FM,,,,,2019.0,,,,
15404,HUN,"Becskei, Zoltan",FM,,,,,2013.0,,,,
15405,TUN,"Ben Ammar, Mohamed",CM,,,2019.0,,,,,,
15406,MEX,"Benavente Vazquez, Juan Jose",CM,,,2013.0,,,,,,
15407,ARG,"Benedetti, Julio",IM,,,,,,,2015.0,,
15408,SWE,"Bengtsson, Jessica",WFM,WFM,,,2018.0,,,,,
15409,LAT,"Bernotas, Arturs",FM,,,,,2015.0,,,,
15410,NED,"Bijlsma, Nick",FM,,,,,2015.0,,,,
15411,CRO,"Blazeka, Matej",FM,,,,,2013.0,,,,
15412,PER,"Bocangel Chavez, Marjoire J.",WFM,WFM,,,2015.0,,,,,
15413,NED,"Bok, Benjamin",GM,,,,,2009.0,,2010.0,,2014.0
15414,POL,"Borawski, Jakub",CM,,,2021.0,,,,,,
15415,UKR,"Borisenko, Viacheslav",IM,,,,,,,2011.0,,
15416,JOR,"Boshra, Alshaeby",WFM,WFM,2010.0,,2012.0,,,,,
15417,CAN,"Botez, Alexandra",WFM,WFM,2008.0,,2013.0,,,,,
15418,VIE,"Bui, Trong Hao",FM,,,,,2013.0,,,,
15419,TTO,"Cabralis, Quinn",FM,,,,,2010.0,,,,
15420,COL,"Castrillon Gomez, Melissa",WIM,WIM,,,2009.0,,2012.0,,,
15421,MOZ,"Castro, Neusa Aridas De",WCM,WCM,2016.0,,,,,,,
15422,ESP,"Cerrato Torrijos, Maria",WFM,WFM,,,2011.0,,,,,
15423,RUS,"Chernyavsky, Alexander",FM,,,,,2014.0,,,,
15424,COL,"Chirivi C, Angie Lizeth",WFM,WFM,,,2020.0,,,,,
15425,SGP,"Chua, Xing Jian Graham",FM,,,,,2004.0,,,,
15426,ENG,"Clarke, Brandon G I",IM,,,,,2016.0,,2019.0,,
15427,PUR,"Comas Colon, Rinelly M.",WFM,WFM,,,2010.0,,,,,
15428,PER,"Cori, Jorge",GM,,,,,2004.0,,2009.0,,2010.0
15429,COL,"Corredor Rengifo, Luis Fernando",CM,,,2014.0,,,,,,
15430,ESP,"Cruz Lledo, Pablo",IM,,,,,2011.0,,2017.0,,
15431,SRB,"Cvetanovic, Uros",CM,,,2010.0,,,,,,
15432,VEN,"Dalo, Hermes",CM,,,2014.0,,,,,,
15433,SVK,"Danada, Tomas",FM,,,,,2020.0,,,,
15434,ITA,"De Filomeno, Simone",IM,,,,,2011.0,,2013.0,,
15435,MEX,"Delgado Ayala, Maria Adriana",WIM,WIM,2013.0,,,,2013.0,,,
15436,PER,"Diaz Herquinio, Brahian",CM,,,2021.0,,,,,,
15437,ROU,"Dicu, Razvan-Stefan",FM,,,,,2014.0,,,,
15438,POL,"Dragun, Kamil",GM,,,,,2009.0,,2010.0,,2013.0
15439,MNE,"Draskovic, Luka",IM,,,,,2012.0,,2014.0,,
15440,SLO,"Drnovsek, Gal",IM,,,,,2016.0,,2017.0,,
15441,RSA,"Du Randt, Jeandre",CM,,,2013.0,,,,,,
15442,RSA,"Du Toit, Stefan",FM,,,,,2009.0,,,,
15443,UKR,"Dudrova, Anastasia",WFM,WFM,,,2009.0,,,,,
15444,TUR,"Durmaz, Ayca Fatma",WCM,WCM,2012.0,,,,,,,
15445,POL,"Dzierzak, Radoslaw",FM,,,,,2019.0,,,,
15446,ISR,"Efroimski, Marsel",IM,WGM,,,2008.0,,2011.0,2021.0,2016.0,
15447,SYR,"Eiti, Bashir",IM,,,,,,,2012.0,,
15448,LBN,"El Jawich, Amro",FM,,,2010.0,,2012.0,,,,
15449,TUR,"Emiroglu, Cankut",FM,,,2011.0,,2013.0,,,,
15450,ARG,"Fabian, Gaston",FM,,,,,2010.0,,,,
15451,RUS,"Fedoseev, Vladimir",GM,,,,,2008.0,,2010.0,,2011.0
15452,IND,"Fenil, Shah",IM,,,,,2017.0,,2018.0,,
15453,ENG,"Fernandez, Daniel Howard",GM,,,,,2005.0,,2010.0,,2017.0
15454,SUR,"Frijde, Reyna",WCM,WCM,2010.0,,,,,,,
15455,ARM,"Gabuzyan, Hovhannes",GM,,,,,2011.0,,2012.0,,2012.0
15456,BUL,"Galunova, Tsveta",WIM,WIM,,,,,2017.0,,,
15457,YEM,"Gameel, Amal",WFM,WFM,,,2009.0,,,,,
15458,PHI,"Garcia, Jan Emmanuel",IM,,,,,2010.0,,2011.0,,
15459,NAM,"Gariseb, Immanuel",CM,,,2019.0,,,,,,
15460,VEN,"Gascon Del Nogal, Jose Rafael",GM,,,,,,,2012.0,,2018.0
15461,IRL,"Gelip, Ioana",WFM,WFM,,,2017.0,,,,,
15462,ESP,"Gomez Dieguez, David",FM,,,,,2018.0,,,,
15463,NCA,"Granados Diaz, Maria Esther",WIM,WIM,,,,,2014.0,,,
15464,ARM,"Grigoryan, Karen H.",GM,,,2007.0,,2010.0,,2011.0,,2013.0
15465,HUN,"Grimm, Daniel",FM,,,,,2014.0,,,,
15466,IND,"Grover, Sahaj",GM,,,,,2005.0,,2010.0,,2012.0
15467,AUT,"Gstach, Jakob",FM,,,,,2015.0,,,,
15468,AUS,"Guo, Emma",WIM,WIM,,,2010.0,,2011.0,,,
15469,CHN,"Guo, Qi",IM,WGM,,,,,,2014.0,2011.0,
15470,CAN,"Gusev, Nikita",FM,,,2011.0,,2012.0,,,,
15471,CUB,"Gutierrez Espinosa, Karen",WFM,WFM,,,2010.0,,,,,
15472,GER,"Hampel, Felix",FM,,,,,2021.0,,,,
15473,SUI,"Hasenohr, Benedict",FM,,,,,2015.0,,,,
15474,IRL,"Hearne, Sarah-Jane",WCM,WCM,2010.0,,,,,,,
15475,CUB,"Hernandez Gonzalez, William",IM,,,,,2013.0,,2018.0,,
15476,COL,"Hernandez Sanchez, Jairo Andres",IM,,,,,2012.0,,2015.0,,
15477,ARG,"Herrmann, Roman",CM,,,2020.0,,,,,,
15478,SGP,"Ho, En Huei Danielle",WFM,WFM,,,2005.0,,,,,
15479,HUN,"Horvath, David",IM,,,,,,,2012.0,,
15480,USA,"Huang, Winston",CM,,,2010.0,,,,,,
15481,AZE,"Ibrahimova, Sabina",WIM,WIM,,,,,2013.0,,,
15482,IRI,"Idani, Pouya",GM,,,,,2010.0,,2011.0,,2014.0
15483,KAZ,"Igambergenov, Alibek",IM,,,2011.0,,,,2020.0,,
15484,SRB,"Indjic, Aleksandar",GM,,,,,,,2012.0,,2013.0
15485,AZE,"Iskandarov, Misratdin",GM,,,,,,,2013.0,,2020.0
15486,CAN,"Ivanov, Mike",FM,,,,,2016.0,,,,
15487,CRO,"Ivekovic, Tihana",WFM,WFM,,,2015.0,,,,,
15488,POL,"Jaskolka, Tomasz",CM,,,2020.0,,,,,,
15489,SRI,"Jayasundara, P K U M",CM,,,2012.0,,,,,,
15490,SWE,"Jogstad, Daniel",CM,,,2020.0,,,,,,
15491,SWE,"Johansson, Linus",IM,,,,,2013.0,,2014.0,,
15492,CHI,"Jorquera Cabello, Valentina",WIM,WIM,,,,,2012.0,,,
15493,COL,"Juez, Jhon Alexander",CM,,,2017.0,,,,,,
15494,HUN,"Juhasz, Barbara",WIM,WIM,,,2013.0,,2018.0,,,
15495,HUN,"Kabai, Zsuzsanna",WFM,WFM,,,2011.0,,,,,
15496,BIH,"Kadric, Denis",GM,,,,,,,2011.0,,2015.0
15497,POL,"Kantane, Anna",WIM,WIM,,,2007.0,,2012.0,,,
15498,GER,"Kaphle, Sebastian",FM,,,,,2020.0,,,,
15499,CZE,"Karlik, Ondrej",CM,,,2020.0,,,,,,
15500,USA,"Kats, Alena",WIM,WIM,,,2011.0,,2014.0,,,
15501,SWE,"Kenneskog, Theodor",FM,,,,,2014.0,,,,
15502,RUS,"Kezin, Roman",IM,,,,,2010.0,,2019.0,,
15503,RUS,"Khatoev, Eduard",IM,,,,,2011.0,,2014.0,,
15504,MGL,"Khulan, Enkhsaikhan",FM,,,,,2016.0,,,,
15505,LTU,"Klabis, Rokas",FM,,,,,2017.0,,,,
15506,GER,"Klek, Hanna Marie",WGM,WGM,,,,,,,2017.0,
15507,NED,"Kollen, Zyon",FM,,,,,2016.0,,,,
15508,RUS,"Korovin, Mikhail",FM,,,,,2019.0,,,,
15509,CZE,"Kraus, Tomas",IM,,,,,2013.0,,2016.0,,
15510,CZE,"Kriebel, Tadeas",IM,,,,,2010.0,,2014.0,,
15511,GEO,"Kuchava, Ana",WFM,WFM,,,2015.0,,,,,
15512,GER,"Kuegel, Tobias",CM,,,2017.0,,,,,,
15513,RUS,"Kuprijanov, Anatoly",FM,,,,,2015.0,,,,
15514,BLR,"Kusenkova, Natallia",WFM,WFM,,,2019.0,,,,,
15515,POL,"Lach, Aleksandra",WIM,WIM,,,2007.0,,2015.0,,,
15516,ESP,"Ladron De Guevara Pinto, Paolo",IM,,,,,2012.0,,2017.0,,
15517,ALG,"Lalaoui, Feriel",WFM,WFM,2009.0,,2014.0,,,,,
15518,SRI,"Lamawansa, Yasas",FM,,,,,2017.0,,,,
15519,RUS,"Lebedev, Pavel V.",CM,,,2012.0,,,,,,
15520,PER,"Leiva, Giuseppe",IM,,,,,2011.0,,2013.0,,
15521,POL,"Leks, Maria",WFM,WFM,2010.0,,2018.0,,,,,
15522,NED,"Lentjes, Noud",FM,,,,,2019.0,,,,
15523,POL,"Lewicki, Miroslaw",IM,,,2011.0,,,,2020.0,,
15524,POL,"Lewtak, Damian",IM,,,,,2019.0,,2020.0,,
15525,RUS,"Lezhepekova, Veronika",WFM,WFM,,,2009.0,,,,,
15526,POL,"Licznerski, Lukasz",FM,,,,,2012.0,,,,
15527,LES,"Lieketseng, Ngatane",WFM,WFM,,,2016.0,,,,,
15528,FRA,"Loiseau, Quentin",IM,,,,,2012.0,,2013.0,,
15529,ARG,"Lozano, Betania",WCM,WCM,2013.0,,,,,,,
15530,CHN,"Lu, Shanglei",GM,,,,,,,2011.0,,2011.0
15531,SRB,"Lukovic, Vladimir",IM,,,,,2011.0,,2015.0,,
15532,CHN,"Ma, Zhonghan",IM,,,,,,,2014.0,,
15533,NED,"Maatman, Nick",IM,,,,,2016.0,,2019.0,,
15534,MEX,"Magana Echeverria, Francisco",IM,,,,,,,,,
15535,BIH,"Mahmutbegovic, Nadina",WFM,WFM,2016.0,,2018.0,,,,,
15536,RUS,"Makhmutov, Rail",IM,,,,,2012.0,,2018.0,,
15537,FRA,"Malassagne, Raphael",FM,,,,,2020.0,,,,
15538,FIN,"Mansner, Harry",FM,,,,,2017.0,,,,
15539,ARM,"Manukyan, Sargis A.",FM,,,,,2016.0,,,,
15540,BOT,"Mapini, Otsile",CM,,,2016.0,,,,,,
15541,NED,"Maris, Ivo",FM,,,,,2015.0,,,,
15542,ARG,"Marson, Juan Miguel",CM,,,2020.0,,,,,,
15543,COL,"Martinez Romero, Martin",IM,,,,,2011.0,,2013.0,,
15544,RUS,"Martynov, Pavel",FM,,,,,2012.0,,,,
15545,USA,"Matlin, Anna",WCM,WCM,2011.0,,,,,,,
15546,BAN,"Md. Shawket Bin, Osman Shaon",CM,,,2019.0,,,,,,
15547,GRE,"Megalios, Konstantinos",IM,,,,,,,2019.0,,
15548,IND,"Mehar, Chinna Reddy C.H.",IM,,,,,2015.0,,2019.0,,
15549,PHI,"Mejia, Cherry Ann",WFM,WFM,,,2009.0,,,,,
15550,MEX,"Mendez Tovar, Yessica Yissel",WIM,WIM,,,2013.0,,2018.0,,,
15551,BRA,"Mendonca, Mateus Nakajo",FM,,,,,2013.0,,,,
15552,ESP,"Meneses Gonzalez, Kevin Moises",FM,,,,,2016.0,,,,
15553,RUS,"Mestnikova, Varvara",WFM,WFM,,,2005.0,,,,,
15554,RUS,"Mikhailov, Viacheslav",IM,,,,,2012.0,,2017.0,,
15555,GER,"Miller, Eduard",FM,,,,,2017.0,,,,
15556,SRB,"Mladenovic, Stefan",FM,,,,,2020.0,,,,
15557,RSA,"Modi, Jaishil Bhadrashil",CM,,,2009.0,,,,,,
15558,RUS,"Mokshanov, Alexey",IM,,,,,2011.0,,2014.0,,
15559,FRA,"Monpeurt, Cyrielle",WFM,WFM,,,2014.0,,,,,
15560,GER,"Mons, Leon",GM,,,,,2012.0,,2014.0,,2018.0
15561,COL,"Monsalve, Luz Adriana",WFM,WFM,,,2007.0,,,,,
15562,COL,"Montilla Reyes, Jorcerys",WIM,WIM,,,,,2012.0,,,
15563,FRA,"Moussard, Jules",GM,,,,,2004.0,,2011.0,,2016.0
15564,POL,"Mroziak, Maciej",IM,,,,,,,2017.0,,
15565,POL,"Mucha, Magdalena",WCM,WCM,2011.0,,,,,,,
15566,COL,"Munoz Monroy, Cinthya Carolina",WFM,WFM,,,2015.0,,,,,
15567,POL,"Musialkiewicz, Pawel",FM,,,,,2015.0,,,,
15568,CRO,"Muskardin, Mario",FM,,,,,2018.0,,,,
15569,AUS,"Nakauchi, Gene",FM,,,,,2007.0,,,,
15570,USA,"Naroditsky, Daniel",GM,,,,,2007.0,,2011.0,,2013.0
15571,ESP,"Navarro Lopez-Menchero, Daniel",FM,,,,,2013.0,,,,
15572,KEN,"Ndirangu, Joyce Nyaruai",WCM,WCM,2016.0,,,,,,,
15573,SRB,"Nenezic, Marko",IM,,,,,,,2013.0,,
15574,VIE,"Nguyen, Ha Phuong",FM,,,,,2007.0,,,,
15575,VIE,"Nguyen, Ngoc Thuy Trang",WCM,WCM,2007.0,,,,,,,
15576,VIE,"Nguyen, Thi Thuy Trien",WFM,WFM,,,2011.0,,,,,
15577,VIE,"Nguyen, Tran Ngoc Thuy",WFM,WFM,2005.0,,2007.0,,,,,
15578,RUS,"Nikologorskiy, Konstantin",IM,,,,,2005.0,,2017.0,,
15579,RUS,"Niyazgulova, Marina",WIM,WIM,,,2007.0,,2011.0,,,
15580,CRC,"Nunez Gonzalez, Neeshmy",WCM,WCM,2017.0,,,,,,,
15581,RSA,"Oberholzer, Francois",FM,,,,,2013.0,,,,
15582,HON,"Ortiz, Katherine Berenice",WFM,WFM,2010.0,,2014.0,,,,,
15583,CRO,"Ostovic, Matija",FM,,,,,2012.0,,,,
15584,ITA,"Paltrinieri, Nicholas",FM,,,,,2017.0,,,,
15585,RUS,"Papayan, Oleg",FM,,,,,2011.0,,,,
15586,ESP,"Pardo Simon, David",IM,,,,,2009.0,,2012.0,,
15587,POL,"Paszewski, Mateusz",FM,,,,,2017.0,,,,
15588,IND,"Patil, Pratik",CM,,,2019.0,,,,,,
15589,GER,"Pauly, Carlo",FM,,,,,2018.0,,,,
15590,CRO,"Petrusic, Toni",FM,,,,,2014.0,,,,
15591,VIE,"Pham, Hoai Nam",FM,,,,,2010.0,,,,
15592,CUB,"Piedra Salabarria, Ernesto",FM,,,,,2017.0,,,,
15593,RUS,"Popov, Mikhail",IM,,,,,2014.0,,2019.0,,
15594,SRB,"Popovic, Milan S",FM,,,,,2020.0,,,,
15595,BOL,"Prado, Alexandra",WCM,WCM,2014.0,,,,,,,
15596,SRI,"Premanath, Dinushki",WFM,WFM,,,2010.0,,,,,
15597,PER,"Principe, Gerson",FM,,,,,2018.0,,,,
15598,CHN,"Qiu, Mengjie",WIM,WIM,,,2012.0,,2017.0,,,
15599,ESP,"Quintin Navarro, Alberto",FM,,,,,2013.0,,,,
15600,IND,"Rajesh, V A V",IM,,,,,2005.0,,2013.0,,
15601,NED,"Ratsma, Midas",FM,,,,,2018.0,,,,
15602,MEX,"Real Pereyra, Diana Carime",WIM,WIM,,,2010.0,,2013.0,,,
15603,BEL,"Real, Thibault",FM,,,,,2019.0,,,,
15604,AUT,"Rieger, Robert",FM,,,,,2015.0,,,,
15605,VEN,"Romero Barreto, Jaime Jose",IM,,,,,2013.0,,2020.0,,
15606,FIN,"Ronka, Erik",FM,,,,,2019.0,,,,
15607,VEN,"Rovira Contreras, Tairu Manuela",WIM,WIM,2011.0,,,,2013.0,,,
15608,IND,"Roy, Prantik",IM,,,,,,,2016.0,,
15609,USA,"Rozman, Levy",IM,,,,,2016.0,,2018.0,,
15610,BOL,"Rozo, Paulo",FM,,,,,2019.0,,,,
15611,USA,"Rozovsky, Daniel",FM,,,,,2009.0,,,,
15612,CZE,"Rubes, Jan",FM,,,,,2017.0,,,,
15613,RUS,"Rychkov, Oleg",FM,,,,,2012.0,,,,
15614,COL,"Salazar, Aura Cristina",WIM,WIM,,,2007.0,,2012.0,,,
15615,UAE,"Saleh, Naif",CM,,,2009.0,,,,,,
15616,RUS,"Samigullina, Diana",WFM,WFM,,,2007.0,,,,,
15617,ESP,"Sanchez Ibern, Marc",FM,,,,,2010.0,,,,
15618,IND,"Saranya, J",WFM,WFM,,,2009.0,,,,,
15619,RUS,"Savitskiy, Sergey",IM,,,,,2010.0,,2017.0,,
15620,GER,"Schiffer, Stefan",FM,,,,,2020.0,,,,
15621,GER,"Schreiner, Till",FM,,,,,2013.0,,,,
15622,SRI,"Senarath, Kavindi",WCM,WCM,2014.0,,,,,,,
15623,RUS,"Severina, Maria",WIM,WIM,,,,,2013.0,,,
15624,BLR,"Siagodnik, Anton",FM,,,,,2010.0,,,,
15625,INA,"Sihite, Chelsie Monica Ignesias",WIM,WIM,2008.0,,2010.0,,2011.0,,,
15626,MEX,"Silva Hernandez, Jesus Arturo",CM,,,2015.0,,,,,,
15627,POR,"Silva, Luis Neves Da",FM,,,,,2014.0,,,,
15628,ANG,"Silvio, Famorosa F",CM,,,2012.0,,,,,,
15629,RSA,"Singh, Azqa",CM,,,2009.0,,,,,,
15630,TTO,"Singh, Vishnu",IM,,,2014.0,,,,2015.0,,
15631,AUS,"Soo-Burrowes, Eliot W",FM,,,,,2017.0,,,,
15632,ITA,"Spornberger, Maximilian",FM,,,,,2014.0,,,,
15633,CRO,"Srbis, Jurica",IM,,,,,2012.0,,2019.0,,
15634,LAT,"Stepins, Edgars",FM,,,,,2018.0,,,,
15635,CHN,"Sun, Xinyue",WFM,WFM,,,2017.0,,,,,
15636,RUS,"Sviridova, Vlada",WFM,WFM,,,2012.0,,,,,
15637,ISR,"Taichman, Ori",FM,,,,,2020.0,,,,
15638,ESP,"Tejedor Fuente, Enrique",IM,,,,,2014.0,,2019.0,,
15639,RUS,"Tekeyev, Zaur",FM,,,,,2012.0,,,,
15640,RUS,"Terentjev, Vladislav",FM,,,,,2010.0,,,,
15641,HUN,"Tesik, Csaba",FM,,,,,2011.0,,,,
15642,NEP,"Thing, Bibek",CM,,,2015.0,,,,,,
15643,RUS,"Tomashevskaya, Lidia",WIM,WIM,,,2010.0,,2014.0,,,
15644,COL,"Toro Henao, Juan Sebastian",CM,,,2018.0,,,,,,
15645,MEX,"Torres Rosas, Luis Carlos",IM,,,2008.0,,,,2014.0,,
15646,GUA,"Trujillo Gonzalez, Kevin Alejand",FM,,,,,2012.0,,,,
15647,ALB,"Tuzi, Bruna",WFM,WFM,2012.0,,2018.0,,,,,
15648,PAN,"Ulloa, Ruben Abraham",CM,,,2017.0,,,,,,
15649,USA,"Ulrich, Thomas M",FM,,,,,2013.0,,,,
15650,ESP,"Urriza Iricibar, Pablo",FM,,,,,2019.0,,,,
