,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
0,USA-chJ,?,1955-01-01,"Thomason, J.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Thomason, J."
1,USA-chJ,?,1955-01-01,"Fischer, Robert James","Warner, K.",0-1,,,"Warner, K.","Fischer, Robert James"
2,USA-chJ,?,1955-01-01,"Fischer, Robert James","Pupols, Viktors",0-1,,,"Pupols, Viktors","Fischer, Robert James"
3,USA-chJ,?,1955-01-01,"Fischer, Robert James","Ames, D.",1/2-1/2,,,draw,draw
4,USA-chJ,?,1955-01-01,"Whisler, W.","Fischer, Robert James",1/2-1/2,,,draw,draw
5,Havana sim,Havana,1956-01-01,"Fischer, Robert James","Casado, J.",1/2-1/2,,,draw,draw
6,CAN-op,Montreal,1956-01-01,"Fischer, Robert James","Fox, Maurice",0-1,,,"Fox, Maurice","Fischer, Robert James"
7,CAN-op,Montreal,1956-01-01,"Fischer, Robert James","Matthai, H.",1/2-1/2,,,draw,draw
8,CAN-op,Montreal,1956-01-01,"Fischer, Robert James","Sharp, C.",1-0,,,"Fischer, Robert James","Sharp, C."
9,CAN-op,Montreal,1956-01-01,"Anderson, Frank Ross","Fischer, Robert James",1/2-1/2,,,draw,draw
10,CAN-op,Montreal,1956-01-01,"Sobel, Robert","Fischer, Robert James",1-0,,,"Sobel, Robert","Fischer, Robert James"
11,CAN-op,Montreal,1956-01-01,"Walz, W.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Walz, W."
12,CAN-op,Montreal,1956-01-01,"Bernstein, Sidney Norman","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bernstein, Sidney Norman"
13,New York Rosenwald,New York,1956-01-01,"Shainswit, George","Fischer, Robert James",1/2-1/2,,,draw,draw
14,New York,New York,1956-01-01,"Fischer, Robert James","Pavey, Max",0-1,,,"Pavey, Max","Fischer, Robert James"
15,New York,New York,1956-01-01,"Fischer, Robert James","Vine, K.",1/2-1/2,,,draw,draw
16,New York,New York,1956-01-01,"Tomargo, J.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Tomargo, J."
17,New York,New York,1956-01-01,"Turner, Abe","Fischer, Robert James",1-0,,,"Turner, Abe","Fischer, Robert James"
18,New York Rosenwald,New York,1956-01-01,"Byrne, Donald","Fischer, Robert James",0-1,,,"Fischer, Robert James","Byrne, Donald"
19,New York,New York,1956-01-01,"Fischer, Robert James","Baron, S.",1-0,,,"Fischer, Robert James","Baron, S."
20,New York Rosenwald,New York,1956-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1-0,,,"Reshevsky, Samuel Herman","Fischer, Robert James"
21,New York Rosenwald,New York,1956-01-01,"Turner, Abe","Fischer, Robert James",1-0,,,"Turner, Abe","Fischer, Robert James"
22,New York Rosenwald,New York,1956-01-01,"Bisguier, Arthur Bernard","Fischer, Robert James",1-0,,,"Bisguier, Arthur Bernard","Fischer, Robert James"
23,New York Rosenwald,New York,1956-01-01,"Fischer, Robert James","Hearst, Eliot Sanford",0-1,,,"Hearst, Eliot Sanford","Fischer, Robert James"
24,New York Rosenwald,New York,1956-01-01,"Feuerstein, Arthur William","Fischer, Robert James",1/2-1/2,,,draw,draw
25,New York Rosenwald,New York,1956-01-01,"Fischer, Robert James","Bernstein, Sidney Norman",1/2-1/2,,,draw,draw
26,New York Rosenwald,New York,1956-01-01,"Fischer, Robert James","Mednis, Edmar John",1/2-1/2,,,draw,draw
27,New York Rosenwald,New York,1956-01-01,"Fischer, Robert James","Pavey, Max",1/2-1/2,,,draw,draw
28,New York Rosenwald,New York,1956-01-01,"Fischer, Robert James","Seidman, Herbert",1-0,,,"Fischer, Robert James","Seidman, Herbert"
29,USA-ch amateurs,?,1956-01-01,"Fischer, Robert James","Nash, Edmund",0-1,,,"Nash, Edmund","Fischer, Robert James"
30,USA-ch Juniors,?,1956-01-01,"Grossguth, C.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Grossguth, C."
31,USA-op,?,1956-01-01,"Fischer, Robert James","Santasiere, Anthony Edward",1/2-1/2,,,draw,draw
32,USA-op,?,1956-01-01,"Ruth, D.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Ruth, D."
33,USA-op,?,1956-01-01,"Fischer, Robert James","Stevens, W.",1/2-1/2,,,draw,draw
34,USA-op,?,1956-01-01,"Smith, Kenneth R","Fischer, Robert James",1/2-1/2,,,draw,draw
35,USA-op,?,1956-01-01,"Fischer, Robert James","Lapiken, Peter P",1-0,,,"Fischer, Robert James","Lapiken, Peter P"
36,USA-op,?,1956-01-01,"Fischer, Robert James","Gross, H.",1/2-1/2,,,draw,draw
37,USA-op,?,1956-01-01,"Swank, A.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Swank, A."
38,USA-op,?,1956-01-01,"Owens, B.","Fischer, Robert James",1/2-1/2,,,draw,draw
39,USA-op,?,1956-01-01,"Fischer, Robert James","Popovych, Orest",1-0,,,"Fischer, Robert James","Popovych, Orest"
40,USA-op,?,1956-01-01,"Fischer, Robert James","Popel, Stephan A",1/2-1/2,,,draw,draw
41,USA-op,?,1956-01-01,"Tears, C.","Fischer, Robert James",1/2-1/2,,,draw,draw
42,USA-op,?,1956-01-01,"Donovan, Jeremiah","Fischer, Robert James",0-1,,,"Fischer, Robert James","Donovan, Jeremiah"
43,Washington,Washington,1956-01-01,"Nash, Edmund","Fischer, Robert James",0-1,,,"Fischer, Robert James","Nash, Edmund"
44,Washington,Washington,1956-01-01,"Marchand, Erich Watkinson","Fischer, Robert James",0-1,,,"Fischer, Robert James","Marchand, Erich Watkinson"
45,Washington,Washington,1956-01-01,Goldhamer,"Fischer, Robert James",0-1,,,"Fischer, Robert James",Goldhamer
46,Washington,Washington,1956-01-01,"Fischer, Robert James","Hurttlen, N.",1/2-1/2,,,draw,draw
47,Washington,Washington,1956-01-01,"Fischer, Robert James","Di Camillo, Attilio",1-0,,,"Fischer, Robert James","Di Camillo, Attilio"
48,Washington,Washington,1956-01-01,"Feuerstein, Arthur William","Fischer, Robert James",1/2-1/2,,,draw,draw
49,East Orange,East Orange,1957-01-01,"Fischer, Robert James","Green, Matthew",1-0,,,"Fischer, Robert James","Green, Matthew"
50,East Orange,East Orange,1957-01-01,"Fischer, Robert James","Saidy, Anthony Fred",1-0,,,"Fischer, Robert James","Saidy, Anthony Fred"
51,East Orange,East Orange,1957-01-01,"Fischer, Robert James","Di Camillo, Attilio",1-0,,,"Fischer, Robert James","Di Camillo, Attilio"
52,East Orange,East Orange,1957-01-01,"Sobel, Robert","Fischer, Robert James",0-1,,,"Fischer, Robert James","Sobel, Robert"
53,East Orange,East Orange,1957-01-01,"Fischer, Robert James","Sherwin, James T",1-0,,,"Fischer, Robert James","Sherwin, James T"
54,East Orange,East Orange,1957-01-01,"Mengarini, Ariel","Fischer, Robert James",1/2-1/2,,,draw,draw
55,East Orange,East Orange,1957-01-01,"Saltzberg, Mitchell","Fischer, Robert James",0-1,,,"Fischer, Robert James","Saltzberg, Mitchell"
56,Milwaukee,Milwaukee,1957-01-01,"Gardner, C.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Gardner, C."
57,Milwaukee,Milwaukee,1957-01-01,"Elo, Arpad","Fischer, Robert James",0-1,,,"Fischer, Robert James","Elo, Arpad"
58,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Donnelly, W.",1-0,,,"Fischer, Robert James","Donnelly, W."
59,Milwaukee,Milwaukee,1957-01-01,"Kalme, Charles I","Fischer, Robert James",1-0,,,"Kalme, Charles I","Fischer, Robert James"
60,Milwaukee,Milwaukee,1957-01-01,"Otteson, M.","Fischer, Robert James",1-0,,,"Otteson, M.","Fischer, Robert James"
61,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Fauber, R.",1-0,,,"Fischer, Robert James","Fauber, R."
62,Milwaukee,Milwaukee,1957-01-01,"Buerger, E.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Buerger, E."
63,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Kampars, N.",1/2-1/2,,,draw,draw
64,Milwaukee,Milwaukee,1957-01-01,"Surgies, M.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Surgies, M."
65,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Sandrin, Angelo",1-0,,,"Fischer, Robert James","Sandrin, Angelo"
66,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Weinberger, Tibor",1-0,,,"Fischer, Robert James","Weinberger, Tibor"
67,Milwaukee,Milwaukee,1957-01-01,"Fischer, Robert James","Harrow, M.",1/2-1/2,,,draw,draw
68,Milwaukee,Milwaukee,1957-01-01,"Marchand, Erich Watkinson","Fischer, Robert James",0-1,,,"Fischer, Robert James","Marchand, Erich Watkinson"
69,Team championchip,New York,1957-01-01,"Hearst, Eliot Sanford","Fischer, Robert James",0-1,,,"Fischer, Robert James","Hearst, Eliot Sanford"
70,New York m4,New York,1957-01-01,"Cardoso, Radolfo Tan","Fischer, Robert James",0-1,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
71,USA-ch,New York,1957-01-01,"Fischer, Robert James","Feuerstein, Arthur William",1-0,,,"Fischer, Robert James","Feuerstein, Arthur William"
72,New York m3,New York,1957-01-01,"Euwe, Max","Fischer, Robert James",1-0,,,"Euwe, Max","Fischer, Robert James"
73,New York m3,New York,1957-01-01,"Fischer, Robert James","Euwe, Max",1/2-1/2,,,draw,draw
74,New York m4,New York,1957-01-01,"Fischer, Robert James","Cardoso, Radolfo Tan",1-0,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
75,USA-ch,New York,1957-01-01,"Seidman, Herbert","Fischer, Robert James",1/2-1/2,,,draw,draw
76,USA-ch,New York,1957-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
77,New York m4,New York,1957-01-01,"Cardoso, Radolfo Tan","Fischer, Robert James",1-0,,,"Cardoso, Radolfo Tan","Fischer, Robert James"
78,New York m4,New York,1957-01-01,"Fischer, Robert James","Cardoso, Radolfo Tan",1-0,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
79,USA-ch,New York,1957-01-01,"Bernstein, Sidney Norman","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bernstein, Sidney Norman"
80,USA-ch,New York,1957-01-01,"Fischer, Robert James","Bisguier, Arthur Bernard",1-0,,,"Fischer, Robert James","Bisguier, Arthur Bernard"
81,New York m4,New York,1957-01-01,"Cardoso, Radolfo Tan","Fischer, Robert James",0-1,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
82,USA-ch,New York,1957-01-01,"Berliner, Hans Jack","Fischer, Robert James",1/2-1/2,,,draw,draw
83,New York m4,New York,1957-01-01,"Fischer, Robert James","Cardoso, Radolfo Tan",1/2-1/2,,,draw,draw
84,USA-ch,New York,1957-01-01,"Fischer, Robert James","Sherwin, James T",1-0,,,"Fischer, Robert James","Sherwin, James T"
85,New York m4,New York,1957-01-01,"Cardoso, Radolfo Tan","Fischer, Robert James",1/2-1/2,,,draw,draw
86,USA-ch,New York,1957-01-01,"Kramer, George Mortimer","Fischer, Robert James",0-1,,,"Fischer, Robert James","Kramer, George Mortimer"
87,New York m4,New York,1957-01-01,"Fischer, Robert James","Cardoso, Radolfo Tan",1-0,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
88,USA-ch,New York,1957-01-01,"Fischer, Robert James","Mednis, Edmar John",1-0,,,"Fischer, Robert James","Mednis, Edmar John"
89,USA-ch,New York,1957-01-01,"Lombardy, William James","Fischer, Robert James",0-1,,,"Fischer, Robert James","Lombardy, William James"
90,USA-ch,New York,1957-01-01,"Fischer, Robert James","Di Camillo, Attilio",1-0,,,"Fischer, Robert James","Di Camillo, Attilio"
91,USA-ch,New York,1957-01-01,"Denker, Arnold S","Fischer, Robert James",1/2-1/2,,,draw,draw
92,USA-ch,New York,1957-01-01,"Fischer, Robert James","Turner, Abe",1/2-1/2,,,draw,draw
93,USA-chJ,?,1957-01-01,"Fischer, Robert James","Sholomson, S.",1-0,,,"Fischer, Robert James","Sholomson, S."
94,USA-chJ,?,1957-01-01,"Schoene, A.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Schoene, A."
95,USA-chJ,?,1957-01-01,"Thacker, R.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Thacker, R."
96,USA-chJ,?,1957-01-01,"Fischer, Robert James","Walker, RG.",1-0,,,"Fischer, Robert James","Walker, RG."
97,USA-chJ,?,1957-01-01,"Ramirez, Gilbert","Fischer, Robert James",1/2-1/2,,,draw,draw
98,USA-chJ,?,1957-01-01,"Fischer, Robert James","Haines, W.",1-0,,,"Fischer, Robert James","Haines, W."
99,USA-chJ,?,1957-01-01,"Hill, L.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Hill, L."
100,USA-chJ,?,1957-01-01,"Bredoff, M.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bredoff, M."
101,USA-chJ,?,1957-01-01,"Fischer, Robert James","Bennett, J1.",1-0,,,"Fischer, Robert James","Bennett, J1."
102,USA-op,?,1957-01-01,"Fischer, Robert James","Mednis, Edmar John",1-0,,,"Fischer, Robert James","Mednis, Edmar John"
103,USA-op,?,1957-01-01,"Bisguier, Arthur Bernard","Fischer, Robert James",1/2-1/2,,,draw,draw
104,USA-op,?,1957-01-01,"Byrne, Donald","Fischer, Robert James",0-1,,,"Fischer, Robert James","Byrne, Donald"
105,USA-op,?,1957-01-01,"Byrne, Robert E","Fischer, Robert James",1/2-1/2,,,draw,draw
106,USA-op,?,1957-01-01,"Fischer, Robert James","Addison, William",1-0,,,"Fischer, Robert James","Addison, William"
107,USA-op,?,1957-01-01,"Pitschak, Rudolf","Fischer, Robert James",1/2-1/2,,,draw,draw
108,USA-op,?,1957-01-01,"Fischer, Robert James","Rinaldo, J.",1-0,,,"Fischer, Robert James","Rinaldo, J."
109,USA-op,?,1957-01-01,"Fischer, Robert James","Shipman, Walter",1/2-1/2,,,draw,draw
110,USA-op,?,1957-01-01,"Fischer, Robert James","Stephans, E.",1-0,,,"Fischer, Robert James","Stephans, E."
111,USA-op,?,1957-01-01,"Fischer, Robert James","Witte, V.",1-0,,,"Fischer, Robert James","Witte, V."
112,USA-op,?,1957-01-01,"Garais, I.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Garais, I."
113,West Orange,West Orange,1957-01-01,"Avram, Herbert Mois","Fischer, Robert James",1-0,,,"Avram, Herbert Mois","Fischer, Robert James"
114,West Orange,West Orange,1957-01-01,"Fischer, Robert James","Saidy, Anthony Fred",1/2-1/2,,,draw,draw
115,West Orange,West Orange,1957-01-01,"Fischer, Robert James","Goldsmith, J.",1-0,,,"Fischer, Robert James","Goldsmith, J."
116,West Orange,West Orange,1957-01-01,"Santasiere, Anthony Edward","Fischer, Robert James",1-0,,,"Santasiere, Anthony Edward","Fischer, Robert James"
117,West Orange,West Orange,1957-01-01,"Feuerstein, Arthur William","Fischer, Robert James",1/2-1/2,,,draw,draw
118,West Orange,West Orange,1957-01-01,"Hurttlen, N.","Fischer, Robert James",0-1,,,"Fischer, Robert James","Hurttlen, N."
119,Belgrade m,Belgrade,1958-01-01,"Matulovic, Milan","Fischer, Robert James",1-0,,,"Matulovic, Milan","Fischer, Robert James"
120,Belgrade m,Belgrade,1958-01-01,"Fischer, Robert James","Janosevic, Dragoljub",1/2-1/2,,,draw,draw
121,Belgrade m,Belgrade,1958-01-01,"Janosevic, Dragoljub","Fischer, Robert James",1/2-1/2,,,draw,draw
122,USA-ch,New York,1958-01-01,"Lombardy, William James","Fischer, Robert James",1/2-1/2,,,draw,draw
123,USA-ch,New York,1958-01-01,"Fischer, Robert James","Kalme, G.",1-0,,,"Fischer, Robert James","Kalme, G."
124,USA-ch,New York,1958-01-01,"Sherwin, James T","Fischer, Robert James",0-1,,,"Fischer, Robert James","Sherwin, James T"
125,USA-ch,New York,1958-01-01,"Fischer, Robert James","Weinstein, Raymond Allen",1-0,,,"Fischer, Robert James","Weinstein, Raymond Allen"
126,USA-ch,New York,1958-01-01,"Benko, Pal C","Fischer, Robert James",1/2-1/2,,,draw,draw
127,USA-ch,New York,1958-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1-0,,,"Fischer, Robert James","Reshevsky, Samuel Herman"
128,USA-ch,New York,1958-01-01,"Byrne, Donald","Fischer, Robert James",1/2-1/2,,,draw,draw
129,USA-ch,New York,1958-01-01,"Fischer, Robert James","Evans, Larry Melvyn",1/2-1/2,,,draw,draw
130,USA-ch,New York,1958-01-01,"Mednis, Edmar John","Fischer, Robert James",0-1,,,"Fischer, Robert James","Mednis, Edmar John"
131,USA-ch,New York,1958-01-01,"Fischer, Robert James","Bisguier, Arthur Bernard",1-0,,,"Fischer, Robert James","Bisguier, Arthur Bernard"
132,USA-ch,New York,1958-01-01,"Byrne, Robert E","Fischer, Robert James",1/2-1/2,,,draw,draw
133,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Neikirkh, Oleg",1/2-1/2,,,draw,draw
134,Portoroz Interzonal,Portoroz,1958-01-01,"Fuster, Geza","Fischer, Robert James",0-1,,,"Fischer, Robert James","Fuster, Geza"
135,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Rossetto, Hector",1/2-1/2,,,draw,draw
136,Portoroz Interzonal,Portoroz,1958-01-01,"Benko, Pal C","Fischer, Robert James",1-0,,,"Benko, Pal C","Fischer, Robert James"
137,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Bronstein, David I",1/2-1/2,,,draw,draw
138,Portoroz Interzonal,Portoroz,1958-01-01,"Averbakh, Yuri L","Fischer, Robert James",1/2-1/2,,,draw,draw
139,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Larsen, Bent",1-0,,,"Fischer, Robert James","Larsen, Bent"
140,Portoroz Interzonal,Portoroz,1958-01-01,"Sanguineti, Raul","Fischer, Robert James",0-1,,,"Fischer, Robert James","Sanguineti, Raul"
141,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Panno, Oscar",1/2-1/2,,,draw,draw
142,Portoroz Interzonal,Portoroz,1958-01-01,"Olafsson, Fridrik","Fischer, Robert James",1-0,,,"Olafsson, Fridrik","Fischer, Robert James"
143,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Tal, Mihail",1/2-1/2,,,draw,draw
144,Portoroz Interzonal,Portoroz,1958-01-01,"Petrosian, Tigran V","Fischer, Robert James",1/2-1/2,,,draw,draw
145,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Sherwin, James T",1-0,,,"Fischer, Robert James","Sherwin, James T"
146,Portoroz Interzonal,Portoroz,1958-01-01,"De Greiff, Boris","Fischer, Robert James",0-1,,,"Fischer, Robert James","De Greiff, Boris"
147,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Szabo, Laszlo",1/2-1/2,,,draw,draw
148,Portoroz Interzonal,Portoroz,1958-01-01,"Pachman, Ludek","Fischer, Robert James",1/2-1/2,,,draw,draw
149,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Matanovic, Aleksandar",1/2-1/2,,,draw,draw
150,Portoroz Interzonal,Portoroz,1958-01-01,"Filip, Miroslav","Fischer, Robert James",1/2-1/2,,,draw,draw
151,Portoroz Interzonal,Portoroz,1958-01-01,"Fischer, Robert James","Cardoso, Radolfo Tan",1-0,,,"Fischer, Robert James","Cardoso, Radolfo Tan"
152,Portoroz Interzonal,Portoroz,1958-01-01,"Gligoric, Svetozar","Fischer, Robert James",1/2-1/2,,,draw,draw
153,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Keres, Paul","Fischer, Robert James",0-1,,,"Fischer, Robert James","Keres, Paul"
154,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Petrosian, Tigran V",0-1,,,"Petrosian, Tigran V","Fischer, Robert James"
155,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Benko, Pal C","Fischer, Robert James",1/2-1/2,,,draw,draw
156,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Gligoric, Svetozar",1-0,,,"Fischer, Robert James","Gligoric, Svetozar"
157,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Olafsson, Fridrik","Fischer, Robert James",1-0,,,"Olafsson, Fridrik","Fischer, Robert James"
158,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Tal, Mihail","Fischer, Robert James",1-0,,,"Tal, Mihail","Fischer, Robert James"
159,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Smyslov, Vassily",1/2-1/2,,,draw,draw
160,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Keres, Paul",0-1,,,"Keres, Paul","Fischer, Robert James"
161,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Petrosian, Tigran V","Fischer, Robert James",1-0,,,"Petrosian, Tigran V","Fischer, Robert James"
162,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Benko, Pal C",1-0,,,"Fischer, Robert James","Benko, Pal C"
163,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Gligoric, Svetozar","Fischer, Robert James",1-0,,,"Gligoric, Svetozar","Fischer, Robert James"
164,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Olafsson, Fridrik",1-0,,,"Fischer, Robert James","Olafsson, Fridrik"
165,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Tal, Mihail",0-1,,,"Tal, Mihail","Fischer, Robert James"
166,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Smyslov, Vassily","Fischer, Robert James",1/2-1/2,,,draw,draw
167,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Keres, Paul","Fischer, Robert James",0-1,,,"Fischer, Robert James","Keres, Paul"
168,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Petrosian, Tigran V",1/2-1/2,,,draw,draw
169,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Benko, Pal C","Fischer, Robert James",1/2-1/2,,,draw,draw
170,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Gligoric, Svetozar",1/2-1/2,,,draw,draw
171,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Olafsson, Fridrik","Fischer, Robert James",1/2-1/2,,,draw,draw
172,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Tal, Mihail","Fischer, Robert James",1-0,,,"Tal, Mihail","Fischer, Robert James"
173,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Smyslov, Vassily",0-1,,,"Smyslov, Vassily","Fischer, Robert James"
174,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Keres, Paul",0-1,,,"Keres, Paul","Fischer, Robert James"
175,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Petrosian, Tigran V","Fischer, Robert James",1/2-1/2,,,draw,draw
176,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Benko, Pal C",1-0,,,"Fischer, Robert James","Benko, Pal C"
177,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Gligoric, Svetozar","Fischer, Robert James",1/2-1/2,,,draw,draw
178,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Olafsson, Fridrik",1-0,,,"Fischer, Robert James","Olafsson, Fridrik"
179,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Fischer, Robert James","Tal, Mihail",0-1,,,"Tal, Mihail","Fischer, Robert James"
180,Candidats Tournament,Bled/Zagreb/Belgrade,1959-01-01,"Smyslov, Vassily","Fischer, Robert James",0-1,,,"Fischer, Robert James","Smyslov, Vassily"
181,Mar del Plata,Mar del Plata,1959-01-01,"Redolfi, Argentino Rodolfo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Redolfi, Argentino Rodolfo"
182,Mar del Plata,Mar del Plata,1959-01-01,"Sanchez, Luis A","Fischer, Robert James",1/2-1/2,,,draw,draw
183,Mar del Plata,Mar del Plata,1959-01-01,"Pilnik, Herman","Fischer, Robert James",0-1,,,"Fischer, Robert James","Pilnik, Herman"
184,Mar del Plata,Mar del Plata,1959-01-01,"Najdorf, Miguel","Fischer, Robert James",1/2-1/2,,,draw,draw
185,Mar del Plata,Mar del Plata,1959-01-01,"Wexler, Bernardo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Wexler, Bernardo"
186,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Shocron, Ruben",1-0,,,"Fischer, Robert James","Shocron, Ruben"
187,Mar del Plata,Mar del Plata,1959-01-01,"Ivkov, Borislav","Fischer, Robert James",1/2-1/2,,,draw,draw
188,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Rossetto, Hector",1-0,,,"Fischer, Robert James","Rossetto, Hector"
189,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Pachman, Ludek",0-1,,,"Pachman, Ludek","Fischer, Robert James"
190,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Sanguineti, Raul",1-0,,,"Fischer, Robert James","Sanguineti, Raul"
191,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Emma, Jaime",1/2-1/2,,,draw,draw
192,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Bolbochan, Jacobo",1-0,,,"Fischer, Robert James","Bolbochan, Jacobo"
193,Mar del Plata,Mar del Plata,1959-01-01,"Fischer, Robert James","Letelier, Rene",0-1,,,"Letelier, Rene","Fischer, Robert James"
194,Mar del Plata,Mar del Plata,1959-01-01,"De Souza Mendes, Joao","Fischer, Robert James",0-1,,,"Fischer, Robert James","De Souza Mendes, Joao"
195,USA-ch,New York,1959-01-01,"Fischer, Robert James","Bisguier, Arthur Bernard",1-0,,,"Fischer, Robert James","Bisguier, Arthur Bernard"
196,USA-ch,New York,1959-01-01,"Byrne, Robert E","Fischer, Robert James",1/2-1/2,,,draw,draw
197,USA-ch,New York,1959-01-01,"Fischer, Robert James","Weinstein, Raymond Allen",1/2-1/2,,,draw,draw
198,USA-ch,New York,1959-01-01,"Denker, Arnold S","Fischer, Robert James",0-1,,,"Fischer, Robert James","Denker, Arnold S"
199,USA-ch,New York,1959-01-01,"Fischer, Robert James","Ault, Robin",1-0,,,"Fischer, Robert James","Ault, Robin"
200,USA-ch,New York,1959-01-01,"Sherwin, James T","Fischer, Robert James",1/2-1/2,,,draw,draw
201,USA-ch,New York,1959-01-01,"Fischer, Robert James","Seidman, Herbert",1-0,,,"Fischer, Robert James","Seidman, Herbert"
202,USA-ch,New York,1959-01-01,"Fischer, Robert James","Bernstein, Sidney Norman",1-0,,,"Fischer, Robert James","Bernstein, Sidney Norman"
203,USA-ch,New York,1959-01-01,"Mednis, Edmar John","Fischer, Robert James",0-1,,,"Fischer, Robert James","Mednis, Edmar John"
204,USA-ch,New York,1959-01-01,"Fischer, Robert James","Benko, Pal C",1-0,,,"Fischer, Robert James","Benko, Pal C"
205,USA-ch,New York,1959-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1/2-1/2,,,draw,draw
206,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Sanchez, Luis A",1-0,,,"Fischer, Robert James","Sanchez, Luis A"
207,Santiago,Santiago,1959-01-01,"De Souza Mendes, Joao","Fischer, Robert James",0-1,,,"Fischer, Robert James","De Souza Mendes, Joao"
